title,year,vote_count,vote_average,popularity,genres,soup
What's New Pussycat?,1965,40,6,2.705723,"['Comedy', 'Romance']",journalist ladykil gigolo sextherapi fashionjourn petersellers petero'toole romyschneider clivedonner clivedonner clivedonner Comedy Romance
Swing Time,1936,47,7,6.507597,"['Comedy', 'Music', 'Romance']",music ballroomdanc fredastaire gingerrogers victormoore georgestevens georgestevens georgestevens Comedy Music Romance
The Public Enemy,1931,77,7,4.841185,"['Drama', 'Action', 'Crime']",bestfriend gangster grapefruit jamescagney jeanharlow edwardwoods williama.wellman williama.wellman williama.wellman Drama Action Crime
Life with Father,1947,13,6,0.880277,"['Comedy', 'Family']",family'sdailylif broker williampowell irenedunne elizabethtaylor michaelcurtiz michaelcurtiz michaelcurtiz Comedy Family
National Velvet,1944,23,7,2.307369,"['Drama', 'Family']",england humananimalrelationship hors afi mickeyrooney donaldcrisp elizabethtaylor clarencebrown clarencebrown clarencebrown Drama Family
Jesus Christ Superstar,1973,146,7,4.980716,"['Drama', 'History', 'Music']",israel danc jesuschrist crucifixion music juda rockopera tedneeley carlanderson yvonneelliman normanjewison normanjewison normanjewison Drama History Music
Dark Victory,1939,34,7,7.607677,"['Drama', 'Romance']",braintumor bettedavis georgebrent humphreybogart edmundgoulding edmundgoulding edmundgoulding Drama Romance
Birdman of Alcatraz,1962,71,7,4.471515,['Drama'],usa prison rebel prison difficultchildhood bird alcatraz ornitholog biographi solitaryconfin warden burtlancaster karlmalden thelmaritter johnfrankenheimer johnfrankenheimer johnfrankenheimer Drama
Aguirre: The Wrath of God,1972,210,7,10.996826,"['Adventure', 'Drama', 'History']",gold sentenc adventur goldrush peru amazon insan southamerica 16thcenturi conquest newgermancinema indigenouspeopl klauskinski helenarojo delnegro wernerherzog wernerherzog wernerherzog Adventure Drama History
Beauty and the Beast,1946,133,7,4.798852,"['Drama', 'Fantasy', 'Romance']",underdog monster beauti rose daughter jeanmarais josetteday marcelandré jeancocteau jeancocteau jeancocteau Drama Fantasy Romance
The Birth of a Nation,1915,109,6,5.113205,"['Drama', 'History', 'War']",kukluxklan southernusa patriot armi silentfilm lilliangish maemarsh henryb.walthall d.w.griffith d.w.griffith d.w.griffith Drama History War
Juliet of the Spirits,1965,47,7,5.348359,"['Comedy', 'Drama', 'Fantasy']",eccentr memori middleagedwoman psychic giuliettamasina sandramilo mariopisu federicofellini federicofellini federicofellini Comedy Drama Fantasy
Last Year at Marienbad,1961,103,7,8.334883,"['Drama', 'Romance']",hotel amnesia mysteri extramaritalaffair delphineseyrig giorgioalbertazzi sachapitoëff alainresnais alainresnais alainresnais Drama Romance
The Tragedy of Macbeth,1971,70,7,4.52244,"['War', 'Drama', 'History']",scotland shakespear ambush showdown queen kingdom murder battlefield tragedi violenc combat guilt throne swordduel warrior jonfinch francescaannis martinshaw romanpolanski romanpolanski romanpolanski War Drama History
Red River,1948,85,7,6.09018,['Western'],texa danger kansa cattledr reveng cattl adoptedchild johnwayne montgomeryclift joannedru howardhawks howardhawks howardhawks Western
A Woman Under the Influence,1974,87,7,8.824282,"['Romance', 'Drama']",mentalbreakdown unfaith peterfalk genarowlands freddraper johncassavetes johncassavetes johncassavetes Romance Drama
Stagecoach,1939,216,7,7.970462,"['Adventure', 'Western']",prostitut marriagepropos newmexico arizona infant fugit doctor desert stagecoach cowboy stranger streetshootout outlawgang drunkard clairetrevor johnwayne andydevine johnford johnford johnford Adventure Western
A Shot in the Dark,1964,115,7,6.872888,"['Comedy', 'Crime']",suspicionofmurd pinkpanth petersellers elkesommer georgesanders blakeedwards blakeedwards blakeedwards Comedy Crime
The Navigator,1924,38,7,3.031803,"['Action', 'Comedy']",busterkeaton kathrynmcguire frederickvroom busterkeaton busterkeaton busterkeaton Action Comedy
The Court Jester,1955,47,7,3.940121,"['Action', 'Adventure', 'Comedy', 'Family']",england witch sword hypnosi fool dannykaye glynisjohns basilrathbone melvinfrank melvinfrank melvinfrank Action Adventure Comedy Family
Bullitt,1968,273,7,7.01973,"['Action', 'Crime', 'Drama', 'Thriller']",sanfrancisco hotel detect basedonnovel airport witnessprotect principalwitness politician suspens organizedcrim hospit burglari gunfight explos carchas gritti mobhit fordmustang stevemcqueen robertvaughn jacquelinebisset peteryates peteryates peteryates Action Crime Drama Thriller
Jezebel,1938,39,7,11.277226,"['Drama', 'Romance']",southernusa self-destruct loveofone'slif neworlean louisiana femaleprotagonist epidem pride vaniti southernbell bettedavis henryfonda georgebrent williamwyler williamwyler williamwyler Drama Romance
The Hunchback of Notre Dame,1939,34,7,4.42224,"['Romance', 'Drama', 'Horror']",pari franc prison gypsi basedonnovel cathedr murder bell tortur church disfigur bellring torment digniti charleslaughton cedrichardwicke thomasmitchell williamdieterle williamdieterle williamdieterle Romance Drama Horror
42nd Street,1933,38,6,4.718154,"['Music', 'Comedy', 'Romance']",philadelphia music stageshow director choruslin petdog broadway faint chorusgirl evict financialcrisi warnerbaxter bebedaniels georgebrent lloydbacon lloydbacon lloydbacon Music Comedy Romance
I'm No Angel,1933,6,6,1.533379,"['Comedy', 'Romance']",romanticcomedi maewest carygrant gregoryratoff wesleyruggles wesleyruggles wesleyruggles Comedy Romance
That Touch of Mink,1962,38,6,2.995169,"['Comedy', 'Romance']",blond job travel fallinginlov richman carygrant dorisday gigyoung delbertmann delbertmann delbertmann Comedy Romance
Sweet Dreams,1985,11,6,1.29382,"['Drama', 'Romance', 'Music']",countrymus historicalfigur fame 1950s jessicalange edharris annwedgeworth karelreisz karelreisz karelreisz Drama Romance Music
"Play It Again, Sam",1972,111,7,5.526401,"['Comedy', 'Drama', 'Romance']",date hallucin idol advic makeamatch date feet ghost neurot humphreybogart woodyallen dianekeaton tonyroberts herbertross herbertross herbertross Comedy Drama Romance
Send Me No Flowers,1964,33,5,2.163293,"['Comedy', 'Romance']",hypochondriac rockhudson dorisday tonyrandall normanjewison normanjewison normanjewison Comedy Romance
Pygmalion,1938,20,6,1.272174,"['Drama', 'Comedy', 'Romance']",lesliehoward wendyhiller wilfridlawson lesliehoward lesliehoward lesliehoward Drama Comedy Romance
A Passage to India,1984,69,6,11.842837,"['Drama', 'Adventure', 'History']",doctor india english magistr 1920s judydavis alecguinness peggyashcroft davidlean davidlean davidlean Drama Adventure History
Black Orpheus,1959,45,7,1.888428,"['Drama', 'Fantasy', 'Music', 'Romance']",brazil music samba trolley basedonmythsorfolklor brenomello marpessadawn marcelcamus marcelcamus marcelcamus marcelcamus Drama Fantasy Music Romance
Amarcord,1973,171,7,5.871166,"['Comedy', 'Drama']",sheik surreal bathtub brunozanin armandobrancia pupellamaggio federicofellini federicofellini federicofellini Comedy Drama
Hero,2002,647,7,9.861765,"['Drama', 'Adventure', 'Action', 'History']",countrysid lossoflov rightandjustic jetli tonyleungchiu-wai maggiecheung zhangyimou zhangyimou zhangyimou Drama Adventure Action History
Horse Feathers,1932,40,6,5.17213,"['Comedy', 'Romance']",professor colleg widow sport marxbroth grouchomarx harpomarx chicomarx normanz.mcleod normanz.mcleod normanz.mcleod Comedy Romance
The Front Page,1974,69,6,5.789565,"['Romance', 'Drama', 'Comedy']",chicago journalist newspap marriagepropos stress father-in-law newspaperman jacklemmon waltermatthau susansarandon billywilder billywilder billywilder Romance Drama Comedy
Looking for Mr. Goodbar,1977,25,6,7.637221,"['Drama', 'Thriller']",dianekeaton tuesdayweld williamatherton richardbrooks richardbrooks richardbrooks Drama Thriller
Rivers and Tides,2001,13,7,0.759653,"['Documentary', 'Foreign']",clay novascotiacanada andygoldsworthy thomasriedelsheimer thomasriedelsheimer thomasriedelsheimer Documentary Foreign
Nausicaä of the Valley of the Wind,1984,808,7,11.267366,"['Adventure', 'Animation', 'Fantasy']",savingtheworld humanvsnatur futur airplan post-apocalypt war toxic basedonmanga ecolog giantinsect duringcreditssting anim sumishimamoto ichirōnagai gorōnaya hayaomiyazaki hayaomiyazaki hayaomiyazaki Adventure Animation Fantasy
Doc Hollywood,1991,154,5,10.068517,"['Comedy', 'Romance']",ambul newlov plasticsurgeri hospit doctor michaelj.fox juliewarner barnardhughes michaelcaton-jones michaelcaton-jones michaelcaton-jones Comedy Romance
Dragnet,1987,139,5,7.907938,"['Action', 'Comedy', 'Crime']",molotowcocktail speechimpedi reverend homag danaykroyd tomhanks christopherplummer tommankiewicz tommankiewicz tommankiewicz Action Comedy Crime
1941,1979,145,5,7.812379,"['Action', 'Comedy']",submarin california worldwarii warship pearlharbor satir losangel anarchiccomedi danaykroyd nedbeatty johnbelushi stevenspielberg stevenspielberg stevenspielberg Action Comedy
Foul Play,1978,68,6,4.789542,"['Comedy', 'Mystery', 'Thriller']",detect murder conspiraci church cathol albino chevychase goldiehawn burgessmeredith colinhiggins colinhiggins colinhiggins Comedy Mystery Thriller
Crime Story,1993,39,6,6.188664,"['Thriller', 'Action', 'Crime', 'Drama']",hostag kidnap carchas jackiechan kentcheng lawkar-ying kirkwong kirkwong kirkwong Thriller Action Crime Drama
Blind Beast,1969,20,7,2.219862,"['Horror', 'Drama']",eijifunakoshi makomidori norikosengoku yasuzômasumura yasuzômasumura yasuzômasumura Horror Drama
Ryan's Daughter,1970,24,7,4.340461,"['Drama', 'Romance']",gun offic pub villag mute sarahmiles robertmitchum trevorhoward davidlean davidlean davidlean Drama Romance
Deep Red,1975,237,7,8.543908,"['Horror', 'Mystery', 'Thriller']",murder giallo report crime psychic pianist english foreign proto-slash davidhemmings darianicolodi gabrielelavia darioargento darioargento darioargento Horror Mystery Thriller
Diabolique,1955,198,7,6.028408,"['Drama', 'Horror', 'Thriller']",terror lover(female) plannedmurd wife swimmingpool suspens teacher surpriseend mistress privatedetect frenchnoir boys'boardingschool headmast simonesignoret véraclouzot paulmeurisse henri-georgesclouzot henri-georgesclouzot henri-georgesclouzot Drama Horror Thriller
Leprechaun,1993,120,5,9.096254,"['Comedy', 'Horror', 'Thriller']",daughter northdakota murder leprechaun warwickdavis jenniferaniston kenolandt markjones markjones markjones Comedy Horror Thriller
Adam's Rib,1949,71,7,3.651233,"['Comedy', 'Drama', 'Romance']",wifehusbandrelationship marriag lawyer sing courtroom prosecutor grapefruit 1940s afi spencertracy katharinehepburn judyholliday georgecukor georgecukor georgecukor Comedy Drama Romance
King of Hearts,1966,15,6,2.202136,"['Comedy', 'Drama', 'War']",asylum timebomb alanbates genevièvebujold pierrebrasseur philippedebroca philippedebroca philippedebroca Comedy Drama War
Naked Lunch,1991,207,7,7.919299,"['Crime', 'Drama']",basedonnovel write hallucin independentfilm writer bug illegaldrug extermin lynchian peterweller judydavis ianholm davidcronenberg davidcronenberg davidcronenberg Crime Drama
Spring Forward,1999,6,6,1.409447,['Drama'],independentfilm nedbeatty lievschreiber campbellscott tomgilroy tomgilroy tomgilroy Drama
The Killing of a Chinese Bookie,1976,40,7,2.037561,"['Thriller', 'Crime', 'Drama']",stripclub mobster bengazzara timothycarey seymourcassel johncassavetes johncassavetes johncassavetes Thriller Crime Drama
Darling,1965,25,6,1.79142,"['Drama', 'Romance']",itali journalist model juliechristie laurenceharvey dirkbogarde johnschlesinger johnschlesinger johnschlesinger Drama Romance
A Summer Place,1959,11,6,4.834431,"['Drama', 'Romance']",businessman summer richardegan dorothymcguire sandradee delmerdaves delmerdaves delmerdaves Drama Romance
A Night at the Opera,1935,109,7,9.587994,['Comedy'],opera marxbroth grouchomarx chicomarx harpomarx samwood samwood samwood Comedy
Shoot the Piano Player,1960,69,7,8.277811,"['Drama', 'Thriller', 'Crime']",organizedcrim pianist frenchnoir charlesaznavour mariedubois nicoleberger françoistruffaut françoistruffaut françoistruffaut Drama Thriller Crime
Stolen Kisses,1968,59,7,6.564465,"['Comedy', 'Drama', 'Romance']",individu pari shyness adulteri hotel detect lovesick job-hop hotelroom parentchildrelationship nightwatchman montmartr shoesel brothel amateurdetect repair students'mov armi secretlov extramaritalaffair eiffeltowerpari may68 jean-pierreléaud claudejade delphineseyrig françoistruffaut françoistruffaut françoistruffaut Comedy Drama Romance
The Cooler,2003,90,6,10.694443,"['Drama', 'Romance']",casino jinx badluck williamh.macy alecbaldwin mariabello waynekramer waynekramer waynekramer Drama Romance
In America,2003,97,6,5.067308,"['Drama', 'Romance']",newyorkc paddyconsidine samanthamorton sarahbolger jimsheridan jimsheridan jimsheridan Drama Romance
Honey,2003,313,6,11.863954,"['Romance', 'Music', 'Family']",newyork danc hip-hop dream danc blackmail harass career video teacher busi sabotag choreograph club harlem youthcent jessicaalba mekhiphifer joybryant billewoodruff billewoodruff billewoodruff Romance Music Family
The Last Samurai,2003,1946,7,19.582325,"['Drama', 'Action', 'War', 'History']",japan warcrim senseofguilt swordplay general samurai warveteran katana sword armsdeal homeland emperor languagebarri self-discoveri mountainvillag foreignlegion mercenari campaign insurg leader warstrategi lossofhusband slaughter soldier alcohol u.s.soldi japanesearmi 19thcenturi tomcruise kenwatanabe williamatherton edwardzwick edwardzwick edwardzwick Drama Action War History
Big Fish,2003,2064,7,14.739983,"['Adventure', 'Fantasy', 'Drama']",circus fathersonrelationship witch fish fish loveofone'slif leech storytel apoplecticstrok mermaid cancer relationship youth ewanmcgregor albertfinney billycrudup timburton timburton timburton Adventure Fantasy Drama
Something's Gotta Give,2003,422,6,8.524847,"['Drama', 'Comedy', 'Romance']",agediffer ladykil womandirector jacknicholson dianekeaton keanureeves nancymeyers nancymeyers nancymeyers Drama Comedy Romance
Stuck on You,2003,194,5,6.96675,['Comedy'],sex dancer martialart cook stripper love bulli hollywood twin flashback freak actor mattdamon gregkinnear evamendes bobbyfarrelly bobbyfarrelly bobbyfarrelly Comedy
Girl with a Pearl Earring,2003,384,6,7.008512,"['Drama', 'Romance']",painter biographi paint maid scarlettjohansson colinfirth cillianmurphy peterwebber peterwebber peterwebber Drama Romance
The Statement,2003,23,5,3.235594,"['Drama', 'Thriller']",michaelcaine tildaswinton jeremynortham normanjewison normanjewison normanjewison Drama Thriller
The Lord of the Rings: The Return of the King,2003,8226,8,29.324358,"['Adventure', 'Fantasy', 'Action']",elv orc middle-earth(tolkien) basedonnovel suspicion braveri war honor troll brutal violenc ghost quest swordandsorceri elijahwood ianmckellen viggomortensen peterjackson peterjackson peterjackson Adventure Fantasy Action
Mona Lisa Smile,2003,406,6,10.527191,"['Drama', 'Romance']",juliaroberts kirstendunst juliastiles mikenewell mikenewell mikenewell Drama Romance
Calendar Girls,2003,94,6,5.109575,['Comedy'],femalenud england mannequin leukemia helenmirren juliewalters johnalderton nigelcole nigelcole nigelcole Comedy
The Fog of War,2003,69,7,4.109188,"['War', 'Documentary', 'History']",vietnam polit war lesson secretaryofdefens cubanmissilecrisi autoindustri robertmcnamara errolmorris fidelcastro errolmorris errolmorris errolmorris War Documentary History
House of Sand and Fog,2003,202,7,9.245145,['Drama'],sanfrancisco immigr hous intimid iranian jenniferconnelly benkingsley roneldard vadimperelman vadimperelman vadimperelman Drama
